Rapl1 is  402140 with last addr 402227  
You entered 0.5  with key CMPccPD_0_0_0 
You entered 0.5  with key CMPccPS_0_0_0 
You entered 0.5  with key CMPccSD_0_0_0 
You entered 0.5  with key CMPccSS_0_0_0 
You entered 1  with key rcpsps_0_0_0 
You entered 1  with key rcpps_0_0_0 
You entered 1  with key rcpss_0_0_0 
You entered 8  with key vdivpd_0_0_0 
You entered 5  with key vdivps_0_0_0 
You entered 4  with key divpd_0_0_0 
You entered 4  with key divsd_0_0_0 
You entered 3  with key divps_0_0_0 
You entered 3  with key divss_0_0_0 
You entered 0.5  with key mulpd_0_0_0 
You entered 0.5  with key mulps_0_0_0 
You entered 0.5  with key mulsd_0_0_0 
You entered 0.5  with key mulss_0_0_0 
You entered 2  with key hsubpd_0_0_0 
You entered 2  with key hsubps_0_0_0 
You entered 2  with key haddpd_0_0_0 
You entered 2  with key haddps_0_0_0 
You entered 0.5  with key addsubpd_0_0_0 
You entered 0.5  with key addsubps_0_0_0 
You entered 0.5  with key subpd_0_0_0 
You entered 0.5  with key subps_0_0_0 
You entered 0.5  with key subsd_0_0_0 
You entered 0.5  with key subss_0_0_0 
You entered 0.5  with key addpd_0_0_0 
You entered 0.5  with key addps_0_0_0 
You entered 0.5  with key addsd_0_0_0 
You entered 0.5  with key addss_0_0_0 
You entered 1  with key vcvtph2ps_0_0_0 
You entered 1  with key vcvtps2ph_0_0_0 
You entered 1  with key cvttsd2si_0_0_0 
You entered 1  with key cvtsd2si_0_0_0 
You entered 2  with key cvtsi2sd_0_0_0 
You entered 1  with key cvttss2si_0_0_0 
You entered 1  with key cvtss2si_0_0_0 
You entered 3  with key cvtsi2ss_0_m_0 
You entered 2  with key cvtsi2ss_0_0_0 
You entered 1  with key cvttpd2pi_0_0_0 
You entered 1  with key cvtpd2pi_0_0_0 
You entered 0.5  with key cvtpi2pd_0_m_0 
You entered 1  with key cvtpi2pd_0_0_0 
You entered 1  with key cvttps2pi_0_0_0 
You entered 1  with key cvtps2pi_0_0_0 
You entered 2.5  with key cvtpi2ps_0_0_0 
You entered 1  with key vcvttpd2dq_0_0_0 
You entered 1  with key vcvtpd2dq_0_0_0 
You entered 1  with key cvttpd2dq_0_0_0 
You entered 1  with key cvtpd2dq_0_0_0 
You entered 0.5  with key vcvtdq2pd_0_m_0 
You entered 1  with key vcvtdq2pd_0_0_0 
You entered 1  with key cvtdq2pd_0_0_0 
You entered 0.5  with key cvtdq2pd_0_m_0 
You entered 0.5  with key vcvtps2dq_0_0_0 
You entered 0.5  with key vcvtps2dq_0_0_0 
You entered 0.5  with key cvttps2dq_0_0_0 
You entered 0.5  with key cvtps2dq_0_0_0 
You entered 0.5  with key vcvtdq2ps_0_0_0 
You entered 0.5  with key cvtdq2ps_0_0_0 
You entered 2  with key cvtss2sd_0_0_0 
You entered 0.5  with key vcvtps2pd_0_m_0 
You entered 1  with key vcvtps2pd_0_0_0 
You entered 0.5  with key cvtps2pd_0_m_0 
You entered 1  with key cvtps2pd_0_0_0 
You entered 1  with key cvtsd2ss_0_0_0 
You entered 1  with key vcvtpd2ps_0_0_0 
You entered 1  with key cvtpd2ps_0_0_0 
You entered 3  with key vgatherqpd_0_0_0 
You entered 3  with key vgatherdpd_0_0_0 
You entered 3  with key vgatherqps_0_0_0 
You entered 4.5  with key vgatherdps_0_0_0 
You entered 1  with key vmaskmovpd_0_0_0 
You entered 1  with key vmaskmovps_0_0_0 
You entered 0.5  with key vmaskmovpd_0_0_m 
You entered 0.5  with key vmaskmovps_0_0_m 
You entered 1  with key vinsertf128_0_0_0 
You entered 0.5  with key vinsertf128_0_0_m 
You entered 1  with key insertps_0_0_0 
You entered 1  with key vextractf128_0_0_0 
You entered 1  with key extractps_0_0_0 
You entered 1  with key unpckd_0_0_0 
You entered 1  with key unpcklps_0_0_0 
You entered 1  with key unpckh_0_0_0 
You entered 0.5  with key movshup_0_m_0 
You entered 0.5  with key movldup_0_m_0 
You entered 0.5  with key movsh_0_m_0 
You entered 1  with key movshup_0_0_0 
You entered 1  with key movldup_0_0_0 
You entered 1  with key movsh_0_0_0 
You entered 0.5  with key vbroadcastf128_0_0_0 
You entered 1  with key vbroadcastsd_0_0_0 
You entered 0.5  with key vbroadcastsd_0_m_0 
You entered 1  with key vbroadcastss_0_0_0 
You entered 0.5  with key vbroadcastss_0_m_0 
You entered 0.5  with key movddup_0_m_0 
You entered 1  with key movddup_0_0_0 
You entered 1  with key vblendvpd_0_0_0 
You entered 1  with key vblendvps_0_0_0 
You entered 1  with key blendvpd_0_0_0 
You entered 1  with key blendvps_0_0_0 
You entered 0.5  with key blendpd_0_m_0 
You entered 0.5  with key blendps_0_m_0 
You entered 0.5  with key blendpd_0_0_m 
You entered 0.5  with key blendps_0_0_m 
You entered 0.33  with key blendpd_0_0_0 
You entered 0.33  with key blendps_0_0_0 
You entered 1  with key vpermpd_0_0_0 
You entered 1  with key vpermps_0_0_0 
You entered 1  with key vperm2f128_0_0_0 
You entered 1  with key vpermilpd_0_0_0 
You entered 1  with key vpermilps_0_0_0 
You entered 1  with key shufpd_0_0_0 
You entered 1  with key shufps_0_0_0 
You entered 1  with key vmovntpd_0_0_0 
You entered 1  with key vmovntps_0_0_0 
You entered 1  with key movntpd_0_0_0 
You entered 1  with key movntps_0_0_0 
You entered 1  with key vmovmskpd_0_0_0 
You entered 1  with key vmovmskps_0_0_0 
You entered 1  with key movmskpd_0_0_0 
You entered 1  with key movmskps_0_0_0 
You entered 1  with key movhlps_0_0_0 
You entered 1  with key movlpd_0_0_0 
You entered 1  with key movlps_0_0_0 
You entered 1  with key movhpd_0_0_0 
You entered 1  with key movhps_0_0_0 
You entered 1  with key movsd_m_0_0 
You entered 1  with key movss_m_0_0 
You entered 0.5  with key movsd_0_m_0 
You entered 0.5  with key movss_0_m_0 
You entered 1  with key movsd_0_0_0 
You entered 1  with key movss_0_0_0 
You entered 1  with key vmovupd_m_0_0 
You entered 1  with key vmovups_m_0_0 
You entered 0.5  with key vmovupd_0_m_0 
You entered 0.5  with key vmovups_0_m_0 
You entered 1  with key movupd_m_0_0 
You entered 1  with key movups_m_0_0 
You entered 0.5  with key movupd_0_m_0 
You entered 0.5  with key movups_0_m_0 
You entered 1  with key vmovapd_m_0_0 
You entered 1  with key vmovaps_m_0_0 
You entered 0.5  with key vmovapd_0_m_0 
You entered 0.5  with key vmovaps_0_m_0 
You entered 0.25  with key vmovapd_0_0_0 
You entered 0.25  with key vmovaps_0_0_0 
You entered 1  with key movapd_m_0_0 
You entered 1  with key movaps_m_0_0 
You entered 0.5  with key movapd_0_m_0 
You entered 0.5  with key movaps_0_m_0 
You entered 0.25  with key movapd_0_0_0 
You entered 0.25  with key movaps_0_0_0 
You entered 6  with key emms_0_0_0 
You entered 12  with key aeskeygenassist_0_m_0 
You entered 12  with key aeskeygenassist_0_0_0 
You entered 2  with key aesimc_0_0_0 
You entered 1.5  with key aesdenclast_0_m_0 
You entered 1.5  with key aesdenc_0_m_0 
You entered 1.5  with key aesdeclast_0_m_0 
You entered 1.5  with key aesdec_0_m_0 
You entered 1  with key aesdenclast_0_0_0 
You entered 1  with key aesdenc_0_0_0 
You entered 1  with key aesdeclast_0_0_0 
You entered 1  with key aesdec_0_0_0 
You entered 1  with key pclmulqdq_0_0_0 
You entered 3  with key pcmpistrm_0_0_0 
You entered 3  with key pcmpistri_0_0_0 
You entered 5  with key pcmpestrm_0_0_0 
You entered 4  with key pcmpestri_0_0_0 
You entered 1  with key psrldq_0_0_0 
You entered 1  with key pslldq_0_0_0 
You entered 0.5  with key vpsrlvq_0_0_0 
You entered 0.5  with key vpsrlvd_0_0_0 
You entered 0.5  with key vpsravd_0_0_0 
You entered 0.5  with key vpsllvq_0_0_0 
You entered 0.5  with key vpsllvd_0_0_0 
You entered 0.5  with key vpsrlvq_0_0_0 
You entered 0.5  with key vpsrlvd_0_0_0 
You entered 0.5  with key vpsravd_0_0_0 
You entered 0.5  with key vpsllvq_0_0_0 
You entered 0.5  with key vpsllvd_0_0_0 
You entered 1  with key psrad_0_0_0 
You entered 1  with key psraq_0_0_0 
You entered 1  with key psraw_0_0_0 
You entered 1  with key psrlq_0_0_0 
You entered 1  with key psrld_0_0_0 
You entered 1  with key psrlw_0_0_0 
You entered 1  with key psllq_0_0_0 
You entered 1  with key pslld_0_0_0 
You entered 1  with key psllw_0_0_0 
You entered 1  with key ptest_0_0_0 
You entered 0.5  with key pxor_0_0_m 
You entered 0.5  with key por_0_0_m 
You entered 0.5  with key vpor_0_0_m 
You entered 0.5  with key pandn_0_0_m 
You entered 0.5  with key pand_0_0_m 
You entered 0.5  with key pxor_0_m_0 
You entered 0.5  with key por_0_m_0 
You entered 0.5  with key vpor_0_m_0 
You entered 0.5  with key pandn_0_m_0 
You entered 0.5  with key pand_0_m_0 
You entered 0.33  with key pxor_0_0_0 
You entered 0.33  with key vpxor_0_0_0 
You entered 0.33  with key por_0_0_0 
You entered 0.33  with key vpor_0_0_0 
You entered 0.33  with key pandn_0_0_0 
You entered 0.33  with key pand_0_0_0 
You entered 1  with key psradq_0_0_0 
You entered 1  with key psraqq_0_0_0 
You entered 1  with key psrawq_0_0_0 
You entered 1  with key psrlqq_0_0_0 
You entered 1  with key psrldq_0_0_0 
You entered 1  with key psrlwq_0_0_0 
You entered 1  with key psllqq_0_0_0 
You entered 1  with key pslldq_0_0_0 
You entered 1  with key psllwq_0_0_0 
You entered 1  with key ptestq_0_0_0 
You entered 0.5  with key pxorq_0_0_m 
You entered 0.5  with key porq_0_0_m 
You entered 0.5  with key vporq_0_0_m 
You entered 0.5  with key pandnq_0_0_m 
You entered 0.5  with key pandq_0_0_m 
You entered 0.5  with key pxorq_0_m_0 
You entered 0.5  with key porq_0_m_0 
You entered 0.5  with key vporq_0_m_0 
You entered 0.5  with key pandnq_0_m_0 
You entered 0.5  with key pandq_0_m_0 
You entered 0.33  with key pxorq_0_0_0 
You entered 0.33  with key porq_0_0_0 
You entered 0.33  with key vporq_0_0_0 
You entered 0.33  with key pandnq_0_0_0 
You entered 0.33  with key pandq_0_0_0 
You entered 2  with key mpsadbw_0_0_0 
You entered 1  with key psadbw_0_0_0 
You entered 0.5  with key psignd_0_0_0 
You entered 0.5  with key psignw_0_0_0 
You entered 0.5  with key psignb_0_0_0 
You entered 0.5  with key pabsd_0_0_0 
You entered 0.5  with key pabsw_0_0_0 
You entered 0.5  with key pabsb_0_0_0 
You entered 1  with key phminposuw_0_0_0 
You entered 0.5  with key pmaxud_0_0_0 
You entered 0.5  with key pminud_0_0_0 
You entered 0.5  with key pmaxuw_0_0_0 
You entered 0.5  with key pminuw_0_0_0 
You entered 0.5  with key pmaxub_0_0_0 
You entered 0.5  with key pminub_0_0_0 
You entered 0.5  with key vpminub_0_0_0 
You entered 0.5  with key pmaxsd_0_0_0 
You entered 0.5  with key pminsd_0_0_0 
You entered 0.5  with key pmaxsw_0_0_0 
You entered 0.5  with key pminsw_0_0_0 
You entered 0.5  with key pmaxsb_0_0_0 
You entered 0.5  with key pminsb_0_0_0 
You entered 0.5  with key pmax_0_0_0 
You entered 0.5  with key pmin_0_0_0 
You entered 0.5  with key pavgw_0_0_0 
You entered 0.5  with key pavgb_0_0_0 
You entered 1  with key pmulhw_0_0_0 
You entered 0.5  with key pmaddubsw_0_0_0 
You entered 0.5  with key pmaddwd_0_0_0 
You entered 0.5  with key pmuludq_0_0_0 
You entered 0.5  with key pmuldq_0_0_0 
You entered 1  with key pmulld_0_0_0 
You entered 0.5  with key pmulhrsw_0_0_0 
You entered 1  with key pmulhuw_m_m_0 
You entered 1  with key pmullhw_m_m_0 
You entered 1  with key pmull_m_m_0 
You entered 0.5  with key pmulhuw_0_0_0 
You entered 0.5  with key pmullhw_0_0_0 
You entered 0.5  with key pmull_0_0_0 
You entered 1  with key pcmpgtq_0_0_0 
You entered 0.5  with key pcmpeqq_0_0_0 
You entered 1  with key pcmpgtd_m_m_0 
You entered 1  with key pcmpgtw_m_m_0 
You entered 1  with key pcmpgtb_m_m_0 
You entered 1  with key pcmpeqd_m_m_0 
You entered 1  with key pcmpeqw_m_m_0 
You entered 1  with key pcmpeqb_m_m_0 
You entered 1  with key vpcmpeqb_m_m_0 
You entered 0.5  with key pcmpgtd_0_0_0 
You entered 0.5  with key pcmpgtw_0_0_0 
You entered 0.5  with key pcmpgtb_0_0_0 
You entered 0.5  with key pcmpeqd_0_0_0 
You entered 0.5  with key pcmpeqw_0_0_0 
You entered 0.5  with key pcmpeqb_0_0_0 
You entered 0.5  with key vpcmpeqb_0_0_0 
You entered 2  with key phsubsd_0_0_0 
You entered 2  with key phsubd_0_0_0 
You entered 2  with key phaddsd_0_0_0 
You entered 2  with key phaddd_0_0_0 
You entered 2  with key phsubsw_0_0_0 
You entered 2  with key phsubw_0_0_0 
You entered 2  with key phaddsw_0_0_0 
You entered 2  with key phaddw_0_0_0 
You entered 2  with key phsubs_0_0_0 
You entered 2  with key phsub_0_0_0 
You entered 2  with key phadds_0_0_0 
You entered 2  with key phadd_0_0_0 
You entered 0.5  with key psubusq_0_m_m 
You entered 0.5  with key paddusq_0_m_m 
You entered 0.5  with key psubsq_0_m_m 
You entered 0.5  with key paddsq_0_m_m 
You entered 0.5  with key psubq_0_m_m 
You entered 0.5  with key paddq_0_m_m 
You entered 0.5  with key psubusd_0_m_m 
You entered 0.5  with key paddusd_0_m_m 
You entered 0.5  with key psubsd_0_m_m 
You entered 0.5  with key paddsd_0_m_m 
You entered 0.5  with key psubd_0_m_m 
You entered 0.5  with key paddd_0_m_m 
You entered 0.5  with key psubusw_0_m_m 
You entered 0.5  with key paddusw_0_m_m 
You entered 0.5  with key psubsw_0_m_m 
You entered 0.5  with key paddsw_0_m_m 
You entered 0.5  with key psubw_0_m_m 
You entered 0.5  with key paddw_0_m_m 
You entered 0.5  with key psubusb_0_m_m 
You entered 0.5  with key paddusb_0_m_m 
You entered 0.5  with key psubsb_0_m_m 
You entered 0.5  with key paddsb_0_m_m 
You entered 0.5  with key psubb_0_m_m 
You entered 0.5  with key paddb_0_m_m 
You entered 0.5  with key psubus_0_m_m 
You entered 0.5  with key paddus_0_m_m 
You entered 0.5  with key psubs_0_m_m 
You entered 0.5  with key padds_0_m_m 
You entered 0.5  with key psub_0_m_m 
You entered 0.5  with key padd_0_m_m 
You entered 0.33  with key psubusq_0_0_0 
You entered 0.33  with key paddusq_0_0_0 
You entered 0.33  with key psubsq_0_0_0 
You entered 0.33  with key paddsq_0_0_0 
You entered 0.33  with key psubq_0_0_0 
You entered 0.33  with key paddq_0_0_0 
You entered 0.33  with key psubusd_0_0_0 
You entered 0.33  with key paddusd_0_0_0 
You entered 0.33  with key psubsd_0_0_0 
You entered 0.33  with key paddsd_0_0_0 
You entered 0.33  with key psubd_0_0_0 
You entered 0.33  with key paddd_0_0_0 
You entered 0.33  with key psubusw_0_0_0 
You entered 0.33  with key paddusw_0_0_0 
You entered 0.33  with key psubsw_0_0_0 
You entered 0.33  with key paddsw_0_0_0 
You entered 0.33  with key psubw_0_0_0 
You entered 0.33  with key paddw_0_0_0 
You entered 0.33  with key psubusb_0_0_0 
You entered 0.33  with key paddusb_0_0_0 
You entered 0.33  with key psubsb_0_0_0 
You entered 0.33  with key paddsb_0_0_0 
You entered 0.33  with key psubb_0_0_0 
You entered 0.33  with key paddb_0_0_0 
You entered 0.33  with key psubus_0_0_0 
You entered 0.33  with key paddus_0_0_0 
You entered 0.33  with key psubs_0_0_0 
You entered 0.33  with key padds_0_0_0 
You entered 0.33  with key psub_0_0_0 
You entered 0.33  with key padd_0_0_0 
You entered 1  with key vpclmulqdq_0_0_0 
You entered 3  with key vpcmpistrm_0_0_0 
You entered 3  with key vpcmpistri_0_0_0 
You entered 5  with key vpcmpestrm_0_0_0 
You entered 4  with key vpcmpestri_0_0_0 
You entered 1  with key vpsrldq_0_0_0 
You entered 1  with key vpslldq_0_0_0 
You entered 0.5  with key vvpsrlvq_0_0_0 
You entered 0.5  with key vvpsrlvd_0_0_0 
You entered 0.5  with key vvpsravd_0_0_0 
You entered 0.5  with key vvpsllvq_0_0_0 
You entered 0.5  with key vvpsllvd_0_0_0 
You entered 0.5  with key vvpsrlvq_0_0_0 
You entered 0.5  with key vvpsrlvd_0_0_0 
You entered 0.5  with key vvpsravd_0_0_0 
You entered 0.5  with key vvpsllvq_0_0_0 
You entered 0.5  with key vvpsllvd_0_0_0 
You entered 1  with key vpsrad_0_0_0 
You entered 1  with key vpsraq_0_0_0 
You entered 1  with key vpsraw_0_0_0 
You entered 1  with key vpsrlq_0_0_0 
You entered 1  with key vpsrld_0_0_0 
You entered 1  with key vpsrlw_0_0_0 
You entered 1  with key vpsllq_0_0_0 
You entered 1  with key vpslld_0_0_0 
You entered 1  with key vpsllw_0_0_0 
You entered 1  with key vptest_0_0_0 
You entered 0.5  with key vpxor_0_0_m 
You entered 0.5  with key vpor_0_0_m 
You entered 0.5  with key vvpor_0_0_m 
You entered 0.5  with key vpandn_0_0_m 
You entered 0.5  with key vpand_0_0_m 
You entered 0.5  with key vpxor_0_m_0 
You entered 0.5  with key vpor_0_m_0 
You entered 0.5  with key vvpor_0_m_0 
You entered 0.5  with key vpandn_0_m_0 
You entered 0.5  with key vpand_0_m_0 
You entered 0.33  with key vpxor_0_0_0 
You entered 0.33  with key vvpxor_0_0_0 
You entered 0.33  with key vpor_0_0_0 
You entered 0.33  with key vvpor_0_0_0 
You entered 0.33  with key vpandn_0_0_0 
You entered 0.33  with key vpand_0_0_0 
You entered 1  with key vpsradq_0_0_0 
You entered 1  with key vpsraqq_0_0_0 
You entered 1  with key vpsrawq_0_0_0 
You entered 1  with key vpsrlqq_0_0_0 
You entered 1  with key vpsrldq_0_0_0 
You entered 1  with key vpsrlwq_0_0_0 
You entered 1  with key vpsllqq_0_0_0 
You entered 1  with key vpslldq_0_0_0 
You entered 1  with key vpsllwq_0_0_0 
You entered 1  with key vptestq_0_0_0 
You entered 0.5  with key vpxorq_0_0_m 
You entered 0.5  with key vporq_0_0_m 
You entered 0.5  with key vvporq_0_0_m 
You entered 0.5  with key vpandnq_0_0_m 
You entered 0.5  with key vpandq_0_0_m 
You entered 0.5  with key vpxorq_0_m_0 
You entered 0.5  with key vporq_0_m_0 
You entered 0.5  with key vvporq_0_m_0 
You entered 0.5  with key vpandnq_0_m_0 
You entered 0.5  with key vpandq_0_m_0 
You entered 0.33  with key vpxorq_0_0_0 
You entered 0.33  with key vporq_0_0_0 
You entered 0.33  with key vvporq_0_0_0 
You entered 0.33  with key vpandnq_0_0_0 
You entered 0.33  with key vpandq_0_0_0 
You entered 2  with key vmpsadbw_0_0_0 
You entered 1  with key vpsadbw_0_0_0 
You entered 0.5  with key vpsignd_0_0_0 
You entered 0.5  with key vpsignw_0_0_0 
You entered 0.5  with key vpsignb_0_0_0 
You entered 0.5  with key vpabsd_0_0_0 
You entered 0.5  with key vpabsw_0_0_0 
You entered 0.5  with key vpabsb_0_0_0 
You entered 1  with key vphminposuw_0_0_0 
You entered 0.5  with key vpmaxud_0_0_0 
You entered 0.5  with key vpminud_0_0_0 
You entered 0.5  with key vpmaxuw_0_0_0 
You entered 0.5  with key vpminuw_0_0_0 
You entered 0.5  with key vpmaxub_0_0_0 
You entered 0.5  with key vpminub_0_0_0 
You entered 0.5  with key vvpminub_0_0_0 
You entered 0.5  with key vpmaxsd_0_0_0 
You entered 0.5  with key vpminsd_0_0_0 
You entered 0.5  with key vpmaxsw_0_0_0 
You entered 0.5  with key vpminsw_0_0_0 
You entered 0.5  with key vpmaxsb_0_0_0 
You entered 0.5  with key vpminsb_0_0_0 
You entered 0.5  with key vpmax_0_0_0 
You entered 0.5  with key vpmin_0_0_0 
You entered 0.5  with key vpavgw_0_0_0 
You entered 0.5  with key vpavgb_0_0_0 
You entered 1  with key vpmulhw_0_0_0 
You entered 0.5  with key vpmaddubsw_0_0_0 
You entered 0.5  with key vpmaddwd_0_0_0 
You entered 0.5  with key vpmuludq_0_0_0 
You entered 0.5  with key vpmuldq_0_0_0 
You entered 1  with key vpmulld_0_0_0 
You entered 0.5  with key vpmulhrsw_0_0_0 
You entered 1  with key vpmulhuw_m_m_0 
You entered 1  with key vpmullhw_m_m_0 
You entered 1  with key vpmull_m_m_0 
You entered 0.5  with key vpmulhuw_0_0_0 
You entered 0.5  with key vpmullhw_0_0_0 
You entered 0.5  with key vpmull_0_0_0 
You entered 1  with key vpcmpgtq_0_0_0 
You entered 0.5  with key vpcmpeqq_0_0_0 
You entered 1  with key vpcmpgtd_m_m_0 
You entered 1  with key vpcmpgtw_m_m_0 
You entered 1  with key vpcmpgtb_m_m_0 
You entered 1  with key vpcmpeqd_m_m_0 
You entered 1  with key vpcmpeqw_m_m_0 
You entered 1  with key vpcmpeqb_m_m_0 
You entered 1  with key vvpcmpeqb_m_m_0 
You entered 0.5  with key vpcmpgtd_0_0_0 
You entered 0.5  with key vpcmpgtw_0_0_0 
You entered 0.5  with key vpcmpgtb_0_0_0 
You entered 0.5  with key vpcmpeqd_0_0_0 
You entered 0.5  with key vpcmpeqw_0_0_0 
You entered 0.5  with key vpcmpeqb_0_0_0 
You entered 0.5  with key vvpcmpeqb_0_0_0 
You entered 2  with key vphsubsd_0_0_0 
You entered 2  with key vphsubd_0_0_0 
You entered 2  with key vphaddsd_0_0_0 
You entered 2  with key vphaddd_0_0_0 
You entered 2  with key vphsubsw_0_0_0 
You entered 2  with key vphsubw_0_0_0 
You entered 2  with key vphaddsw_0_0_0 
You entered 2  with key vphaddw_0_0_0 
You entered 2  with key vphsubs_0_0_0 
You entered 2  with key vphsub_0_0_0 
You entered 2  with key vphadds_0_0_0 
You entered 2  with key vphadd_0_0_0 
You entered 0.5  with key vpsubusq_0_m_m 
You entered 0.5  with key vpaddusq_0_m_m 
You entered 0.5  with key vpsubsq_0_m_m 
You entered 0.5  with key vpaddsq_0_m_m 
You entered 0.5  with key vpsubq_0_m_m 
You entered 0.5  with key vpaddq_0_m_m 
You entered 0.5  with key vpsubusd_0_m_m 
You entered 0.5  with key vpaddusd_0_m_m 
You entered 0.5  with key vpsubsd_0_m_m 
You entered 0.5  with key vpaddsd_0_m_m 
You entered 0.5  with key vpsubd_0_m_m 
You entered 0.5  with key vpaddd_0_m_m 
You entered 0.5  with key vpsubusw_0_m_m 
You entered 0.5  with key vpaddusw_0_m_m 
You entered 0.5  with key vpsubsw_0_m_m 
You entered 0.5  with key vpaddsw_0_m_m 
You entered 0.5  with key vpsubw_0_m_m 
You entered 0.5  with key vpaddw_0_m_m 
You entered 0.5  with key vpsubusb_0_m_m 
You entered 0.5  with key vpaddusb_0_m_m 
You entered 0.5  with key vpsubsb_0_m_m 
You entered 0.5  with key vpaddsb_0_m_m 
You entered 0.5  with key vpsubb_0_m_m 
You entered 0.5  with key vpaddb_0_m_m 
You entered 0.5  with key vpsubus_0_m_m 
You entered 0.5  with key vpaddus_0_m_m 
You entered 0.5  with key vpsubs_0_m_m 
You entered 0.5  with key vpadds_0_m_m 
You entered 0.5  with key vpsub_0_m_m 
You entered 0.5  with key vpadd_0_m_m 
You entered 0.33  with key vpsubusq_0_0_0 
You entered 0.33  with key vpaddusq_0_0_0 
You entered 0.33  with key vpsubsq_0_0_0 
You entered 0.33  with key vpaddsq_0_0_0 
You entered 0.33  with key vpsubq_0_0_0 
You entered 0.33  with key vpaddq_0_0_0 
You entered 0.33  with key vpsubusd_0_0_0 
You entered 0.33  with key vpaddusd_0_0_0 
You entered 0.33  with key vpsubsd_0_0_0 
You entered 0.33  with key vpaddsd_0_0_0 
You entered 0.33  with key vpsubd_0_0_0 
You entered 0.33  with key vpaddd_0_0_0 
You entered 0.33  with key vpsubusw_0_0_0 
You entered 0.33  with key vpaddusw_0_0_0 
You entered 0.33  with key vpsubsw_0_0_0 
You entered 0.33  with key vpaddsw_0_0_0 
You entered 0.33  with key vpsubw_0_0_0 
You entered 0.33  with key vpaddw_0_0_0 
You entered 0.33  with key vpsubusb_0_0_0 
You entered 0.33  with key vpaddusb_0_0_0 
You entered 0.33  with key vpsubsb_0_0_0 
You entered 0.33  with key vpaddsb_0_0_0 
You entered 0.33  with key vpsubb_0_0_0 
You entered 0.33  with key vpaddb_0_0_0 
You entered 0.33  with key vpsubus_0_0_0 
You entered 0.33  with key vpaddus_0_0_0 
You entered 0.33  with key vpsubs_0_0_0 
You entered 0.33  with key vpadds_0_0_0 
You entered 0.33  with key vpsub_0_0_0 
You entered 0.33  with key vpadd_0_0_0 
You entered 3  with key vpgatherqq_0_0_0 
You entered 3  with key vpgatherdq_0_0_0 
You entered 3  with key vpgatherqd_0_0_0 
You entered 4.5  with key vpgatherdd_0_0_0 
You entered 0.5  with key vbroadcasti128_0_0_0 
You entered 0.5  with key vpbroadcastq_0_m_0 
You entered 0.5  with key vpbroadcastd_0_m_0 
You entered 1  with key vpbroadcastw_0_m_0 
You entered 1  with key vpbroadcastb_0_m_0 
You entered 1  with key vpbroadcastq_0_0_0 
