,bb,energy
0,(),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"('add $0x158, %rsp', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'popq  %r14', 'popq  %r15', 'retq')","[0.4075502716498319, 1.5105382633534827, 2.882972086546012, 0.5439835956419414, 0.5439835956419414, 0.388627527238894, 0.388627527238894, 1.2083597245650675, 2.403263916830129, 2.6127628660970856, 0.015976640378147604, 0.015976640378147604, 0.015976640378147604, 0.015976640378147604, 0.015976640378147604, 2.064691290498921, 3.781979661359859, 0.6950191391324482, 0.37406860921512125, 0.37406860921512125, 0.37406860921512125, 0.37406860921512125, 0.4118740040790113, 2.852330680095009, 0.22589256680815561, 0.22589256680815561, 0.22589256680815561, 0.22589256680815561, 0.22589256680815561, 0.22589256680815561, 0.22589256680815561, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 0.6179184579259188, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494, 1.7628383146493494]"
2,"('add $0x18, %rsp', 'mov %r13, %rax', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'popq  %r14', 'popq  %r15', 'retq')","[1.5121532479811473, 1.5121532479811473, 2.32546078947969, 3.473936178397294, 0.5759833853895, 4.0248319723959725, 0.4114874983240291, 9.076365964515336, 0.9763969325178746, 5.402867723398265, 2.7664542333645663, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 5.984801052152846, 0.07686813625021227, 4.053276229949358, 0.7359037499696411, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 2.32546078947969, 5.189502112823167, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634]"
3,"('add $0x38, %rsp', 'mov %r12d, %eax', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'popq  %r14', 'popq  %r15', 'retq')",[1.8665341200669634]
4,"('add $0x38, %rsp', 'mov %r14d, %eax', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'popq  %r14', 'popq  %r15', 'retq')",[1.8665341200669634]
5,"('add $0x8, %rbx', 'cmp %rbx, %r12', 'jnz 0xfffffffffffffff7')",[0.6221780400223211]
6,"('add $0x8, %rsp', 'mov %r13, %rax', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'popq  %r14', 'popq  %r15', 'retq')","[0.4315232510086504, 0.4315232510086504, 0.4315232510086504, 0.4315232510086504, 0.4315232510086504, 0.4315232510086504, 0.4315232510086504, 1.5121532479811473, 1.5993928892831044, 1.5993928892831044, 1.5993928892831044, 1.5993928892831044, 1.5993928892831044, 1.5993928892831044, 1.5993928892831044, 3.052558302517349, 3.052558302517349, 3.052558302517349, 3.052558302517349, 3.052558302517349, 3.052558302517349, 3.052558302517349, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.5759833853895, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 0.4114874983240291, 1.2794398970404621, 1.2794398970404621, 1.2794398970404621, 1.2794398970404621, 1.2794398970404621, 1.2794398970404621, 1.2794398970404621, 2.5446320051711204, 2.5446320051711204, 2.5446320051711204, 2.5446320051711204, 2.5446320051711204, 2.5446320051711204, 2.5446320051711204, 2.7664542333645663, 2.7664542333645663, 2.7664542333645663, 2.7664542333645663, 2.7664542333645663, 2.7664542333645663, 2.7664542333645663, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 0.016916442753332758, 2.1861439080292477, 2.1861439080292477, 2.1861439080292477, 2.1861439080292477, 2.1861439080292477, 2.1861439080292477, 2.1861439080292477, 4.004449807914355, 4.004449807914355, 4.004449807914355, 4.004449807914355, 4.004449807914355, 4.004449807914355, 4.004449807914355, 0.7359037499696411, 0.7359037499696411, 0.7359037499696411, 0.7359037499696411, 0.7359037499696411, 0.7359037499696411, 0.7359037499696411, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.3960737771160009, 0.436101981010619, 0.436101981010619, 0.436101981010619, 0.436101981010619, 0.436101981010619, 0.436101981010619, 0.436101981010619, 3.0201142717153084, 3.0201142717153084, 3.0201142717153084, 3.0201142717153084, 3.0201142717153084, 3.0201142717153084, 3.0201142717153084, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.23917970448462145, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 0.6542660364774483, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634, 1.8665341200669634]"
7,"('add $0x8, %rsp', 'popq  %rbx', 'popq  %rbp', 'jmp 0x91da8')",[1.3480518854622559]
8,"('add $0x8, %rsp', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'retq')","[1.092111302781286, 1.6795006173385625, 2.508954797597112, 0.41598764416834566, 2.9068231802725535, 0.2971860391400341, 6.555153642082831, 0.7051757405693894, 3.902070688076992, 1.9979957932688441, 0.01221743087740699, 0.01221743087740699, 0.01221743087740699, 0.01221743087740699, 4.322356404541407, 0.055515697985340035, 2.9273657205861143, 0.5314855070586343, 0.28605274888656085, 0.28605274888656085, 0.28605274888656085, 0.28605274888656085, 1.6795006173385625, 3.7479735699546954, 0.17274080858565333, 0.17274080858565333, 0.17274080858565333, 0.17274080858565333, 0.17274080858565333, 0.17274080858565333, 0.17274080858565333, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 0.4725249362031617, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559, 1.3480518854622559]"
9,"('add $0x88, %rsp', 'mov %r8, %rax', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'popq  %r14', 'popq  %r15', 'retq')",[1.5121532479811473]
