,bb,energy
10,"('add $0x8, %rsp', 'popq  %rbx', 'popq  %rbp', 'retq')",[0.5552431169690223]
11,"('add $0x88, %rsp', 'mov %r8, %rax', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'popq  %r14', 'popq  %r15', 'retq')",[0.28371838963651036]
12,"('add $0xa0, %rsp', 'popq  %rbx', 'popq  %rbp', 'popq  %r12', 'retq')",[0.17338371467007907]
13,"('add $0xd8, %rsp', 'retq')","[0.07881015511460732, 0.1654968621323606, 0.17886136323277257, 0.17852373132178334, 0.03667025907829068, 0.07757064542104337, 0.07757064542104337, 0.20010356075128302, 0.11712622669460156, 0.11712622669460156, 0.201634921757736, 0.19471518435488502, 0.18562086854227272, 0.01359454860586569, 0.013882966373897191, 0.27631795595360686, 0.20591540768010824, 0.2470572866778397, 0.05404170702742602, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685, 0.39362616052565685]"
14,"('add %r13, %r12', 'sub %r13, %r14', 'movq  %rax, 0x28(%rbp)', 'add %r14, %r15', 'jnz 0x44')","[0.3640930966911933, 0.3640930966911933, 0.3640930966911933, 0.39349454130611866, 0.39349454130611866, 0.3927517511019423, 0.3927517511019423, 0.0806745699722395, 0.0806745699722395, 0.1706563355382574, 0.1706563355382574, 0.1706563355382574, 0.1706563355382574, 0.4402273758468417, 0.4402273758468417, 0.25767724092214245, 0.25767724092214245, 0.25767724092214245, 0.25767724092214245, 0.4435968278670192, 0.4435968278670192, 0.42837363448373755, 0.42837363448373755, 0.40836751311393354, 0.40836751311393354, 0.02990732022393302, 0.02990732022393302, 0.030541381507621316, 0.030541381507621316, 0.6078988163889636, 0.6078988163889636, 0.4530150414111907, 0.4530150414111907, 0.5435267174002189, 0.5435267174002189, 0.11889106875136574, 0.11889106875136574, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831, 0.8659766375444831]"
15,"('add %r15d, %r9d', 'cmpb  $0x0, (%rbx)', 'jnz 0xfffffffffffffad6')","[0.23169560698530484, 0.25040613742887213, 0.24993345275348716, 0.05133836270960696, 0.10859959029843222, 0.10859959029843222, 0.2801440694398342, 0.1639769462754327, 0.1639769462754327, 0.2822888904608304, 0.27260057138786753, 0.25987013157114386, 0.01903213914522147, 0.01943615292345607, 0.38684490943205907, 0.2882815707521516, 0.3458804302519661, 0.07565816093540592, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481, 0.5510759380269481]"
16,"('add %r8d, %ebx', 'test %ebx, %ebx', 'jnle 0xa21')","[0.1985962345588327, 0.2146331780733461, 0.21422801978015898, 0.04400431089394882, 0.09308569011721404, 0.09308569011721404, 0.24012381509555863, 0.14055101422754085, 0.14055101422754085, 0.2419619061092832, 0.23365845012885253, 0.22274550005670826, 0.016312771618067327, 0.01665955964867663, 0.33158086043535673, 0.24709848921612992, 0.29646943072237913, 0.06484936172393972, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626, 0.47235047701882626]"
17,"('addl  $0x1, -0x514(%rbp)', 'cmpq  $0x0, -0x4e0(%rbp)', 'jnz 0x1519')","[0.3309937242647212, 0.35772272646554515, 0.3570474626435667, 0.07334051815658137, 0.15514243535703925, 0.15514243535703925, 0.40020597698761357, 0.2342524533892031, 0.2342524533892031, 0.403269843515472, 0.38943036870977005, 0.371242881599498, 0.027187952696778876, 0.027764788232841876, 0.5526347673922611, 0.411831959875169, 0.4941157178706319, 0.10808341405485204, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612]"
18,"('addl  $0x1, -0x654(%rbp)', 'jmp 0xffffffffffffef98')",[0.7403237744537122]
19,"('addl  -0x4f0(%rbp), %r9d', 'jmp 0xfffffffffffff3d0')","[0.3309937242647212, 0.35772272646554515, 0.3570474626435667, 0.07334051815658137, 0.15514243535703925, 0.15514243535703925, 0.40020597698761357, 0.2342524533892031, 0.2342524533892031, 0.403269843515472, 0.38943036870977005, 0.371242881599498, 0.027187952696778876, 0.027764788232841876, 0.5526347673922611, 0.411831959875169, 0.4941157178706319, 0.10808341405485204, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612, 0.7872511765363612]"
20,"('and $0x1, %esi', 'test %ebx, %ebx', 'jz 0x1615')",[0.37016245948433235]
21,"('and $0x1f, %ecx', 'and $0xffffffffffffffe0, %rdi', 'vmovdquy  (%rdi), %ymm8', 'vpcmpeqb %ymm8, %ymm0, %ymm1', 'vpcmpeqb %ymm8, %ymm9, %ymm2', 'vpor %ymm1, %ymm2, %ymm1', 'vpmovmskb %ymm1, %eax', 'sar %cl, %eax', 'test %eax, %eax', 'jz 0x1f')",[0.6394794174734603]
22,"('and $0x1f, %ecx', 'and $0xffffffffffffffe0, %rdi', 'vpcmpeqby  (%rdi), %ymm0, %ymm1', 'vpmovmskb %ymm1, %eax', 'sar %cl, %eax', 'test %eax, %eax', 'jz 0x1d')",[0.9254044319384022]
23,"('and $0x8000, %eax', 'jz 0x480')",[0.30846852548445153]
