,bb,energy
92,"('cmpl  $0x10, -0x510(%rbp)', 'jnz 0x62')","[0.5741990249658167, 0.5741990249658167]"
93,"('cmpl  $0x10, -0x510(%rbp)', 'jnz 0xa')","[0.5741990249658167, 0.5741990249658167]"
94,"('cmpl  $0x3, -0x4c(%rbp)', 'jz 0x41')",[0.2929838018171373]
95,"('cmpl  $0x66, 0x4(%rdi)', 'jz 0xf4')","[0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167]"
96,"('cmpl  $0xa, -0x510(%rbp)', 'jnz 0x3d')","[0.5741990249658167, 0.5741990249658167]"
97,"('cmpl  %r13d, -0xe0(%rbp)', 'jle 0x3d4')",[0.5741990249658167]
98,"('cmpl  -0xf0(%rbp), %edi', 'jnz 0x2d')",[0.47849853419462846]
99,"('cmpq  $0x0, %fs:0xffffffffffffffc8', 'jz 0x95')","[0.008431191482821393, 0.008431191482821393, 0.008431191482821393, 12.404442404613363, 10.099211193605962, 4.874539803779739, 4.874539803779739, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167]"
100,"('cmpq  $0x0, -0x500(%rbp)', 'jz 0x670')","[0.5741990249658167, 0.5741990249658167]"
101,"('cmpq  $0x0, -0x500(%rbp)', 'jz 0x6b')","[0.5741990249658167, 0.5741990249658167]"
102,"('cmpq  $0x0, -0xe8(%rbp)', 'jz 0xfb2')",[0.5741990249658167]
103,"('cmpq  $0x0, 0xae0b8(%rip)', 'jz 0x3f8')",[0.5741990249658167]
104,"('cmpq  $0x0, 0xb1ab0(%rip)', 'jnz 0x120')",[0.5741990249658167]
105,"('cmpq  $0x0, 0xb1ac2(%rip)', 'jnz 0x112')",[0.5741990249658167]
106,"('cmpq  %r15, 0x9e23e(%rip)', 'cmovnbe %r13, %rax', 'movq  %rax, 0x10(%rsp)', 'movq  $0x0, 0x8(%rsp)', 'lea 0x60(%rbx), %r11', 'movl  %r14d, 0x48(%rsp)', 'movq  %rbp, 0x20(%rsp)', 'movq  0x78(%rbx), %r10', 'cmp %r11, %r10', 'jz 0x337')","[2.128260462586366, 2.128260462586366, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 0.04637547281682999, 3.158092677481335]"
107,"('cmpq  %rdx, 0x40(%rbp)', 'jz 0xf6')","[0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167, 0.5741990249658167]"
108,"('cmpq  0x8(%rdx), %r14', 'jz 0x248')",[0.47849853419462846]
109,"('cmpq  0x9c0c3(%rip), %rbx', 'jb 0xb3')","[0.32246465667340385, 0.32246465667340385, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.007025992902351161, 0.47849853419462846]"
110,"('cmpq  0xa1f1e(%rip), %rbx', 'jnbe 0xb6')","[0.47849853419462846, 0.47849853419462846, 0.47849853419462846, 0.47849853419462846, 0.47849853419462846, 0.47849853419462846, 0.47849853419462846]"
111,"('cmpxchgl  %edx, 0xb609a(%rip)', 'cmpq  %r15, 0xb609b(%rip)', 'jnz 0xffffffffffffffbf')",[2.870993164998427]
112,"('cmpxchgl  %edx, 0xb60d4(%rip)', 'movq  (%rbx), %r14', 'test %r14, %r14', 'jnz 0x3d')","[3.158092677481335, 3.158092677481335]"
113,"('dec %r11', 'jnz 0xa')","[0.47849853419462846, 0.47849853419462846, 0.47849853419462846, 0.47849853419462846, 0.47849853419462846, 0.47849853419462846]"
114,"('fnstcww  -0xa6(%rbp)', 'movzxw  -0xa6(%rbp), %esi', 'and $0xc00, %si', 'cmp $0x800, %si', 'jz 0xcde')",[1.1483980499316333]
115,"('imul %r15, %rax', 'movzx %sil, %esi', 'mov %rdi, %rcx', 'add %rsi, %rax', 'lea 0x1(%rcx), %rdi', 'movzxb  0x1(%rcx), %ecx', 'cmp %r14, %rdi', 'jz 0x4e')","[23.12448483381793, 33.75518642273056]"
116,"('jb 0x7',)","[0.38280000325409647, 0.38280000325409647, 0.38280000325409647, 0.38280000325409647]"
117,"('jmp 0x17b',)",[0.7655980466775367]
118,"('jmp 0xfffffffffffff97e',)",[0.7655980466775367]
119,"('jmp 0xfffffffffffffbfc',)",[0.7655980466775367]
120,"('jmp 0xffffffffffffff30',)",[0.7655980466775367]
121,"('jmp 0xffffffffffffff47',)","[0.7655980466775367, 0.7655980466775367, 0.7655980466775367]"
122,"('jmp 0xffffffffffffff6d',)",[0.7655980466775367]
123,"('jmp 0xffffffffffffffcc',)","[0.7655980466775367, 0.7655980466775367, 0.7655980466775367, 0.7655980466775367, 0.7655980466775367]"
124,"('jnbe 0x628',)",[0.38280000325409647]
125,"('jnle 0x44',)","[0.38280000325409647, 0.38280000325409647, 0.38280000325409647, 0.38280000325409647, 0.38280000325409647, 0.38280000325409647]"
126,"('jnz 0x36',)",[0.38280000325409647]
127,"('jnz 0x9',)","[5.138773971997172, 7.501151885107684]"
128,"('lea (%r12,%r8,1), %rsi', 'mov %r14, %rdx', 'mov %rbp, %rdi', 'callq  0x260b', 'nop %edi, %edx', 'test %rdx, %rdx', 'jz 0x149')",[1.9139960966091698]
129,"('lea (%r12,%rbx,1), %r14', 'movq  0x8(%r14), %rax', 'cmp $0x10, %rax', 'jbe 0x244')","[1.2440965808721651, 1.2440965808721651, 1.2440965808721651, 1.2440965808721651, 1.2440965808721651, 1.2440965808721651, 1.2440965808721651]"
130,"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffaad78', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",[4.306490727412968]
131,"('lea (%rax,%rbx,2), %rcx', 'movzxw  (%rcx), %edx', 'test %dx, %dx', 'jz 0xffffffffffffff49')","[0.70941950091857, 0.70941950091857, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 0.015459144215828717, 1.052697559160445]"
132,"('lea (%rbx,%rax,8), %rdi', 'movq  0x10(%rdi), %r8', 'test %r8, %r8', 'jz 0x112')","[0.8384057555540627, 0.8384057555540627, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182, 0.018269541376769182]"
133,"('lea (%rdx,%rax,2), %rdi', 'movzxw  (%rdi), %r8d', 'cmpq  0x9f856(%rip), %r8', 'mov %r8, %rcx', 'jb 0x21b')","[0.01686434279629895, 0.01686434279629895, 0.01686434279629895, 24.808884809226726, 20.198424347042582, 9.749077647728823, 9.749077647728823, 1.1483980499316333, 1.1483980499316333, 1.1483980499316333, 1.1483980499316333, 1.1483980499316333, 1.1483980499316333, 1.1483980499316333, 1.1483980499316333, 1.1483980499316333]"
