,bb,energy
97,"('cmp $0xffffffff, %eax', 'jz 0x42')","[0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.1723002587596435, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823]"
98,"('cmp $0xffffffff, %eax', 'jz 0xd0')",[0.8837830466375989]
99,"('cmp $0xffffffff, %eax', 'jz 0xfffffffffffff989')","[0.8573651068426256, 0.5698983367163684]"
100,"('cmp $0xffffffff, %eax', 'jz 0xffffffffffffff1b')","[0.30373257406888826, 0.32246623182651823]"
101,"('cmp $0xffffffff, %eax', 'jz 0xffffffffffffff32')","[0.8573651068426256, 0.5698983367163684]"
102,"('cmp $0xffffffff, %r15d', 'jnz 0x1038')","[0.8573651068426256, 0.5698983367163684]"
103,"('cmp $0xffffffff, %r15d', 'jz 0x16a0')","[0.8573651068426256, 0.5698983367163684]"
104,"('cmp %rax, %r12', 'jb 0xfffffffffffffff0')","[0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823]"
105,"('cmp %rax, %r13', 'jbe 0xb2')","[0.1723002587596435, 0.30373257406888826, 0.30373257406888826, 0.30373257406888826, 0.32246623182651823, 0.32246623182651823, 0.32246623182651823]"
106,"('cmp %rax, %r15', 'jnz 0x285')","[0.1723002587596435, 0.30373257406888826, 0.32246623182651823]"
107,"('cmp %rax, %r15', 'jnz 0xfffffffffffffce0')","[0.30373257406888826, 0.30373257406888826, 0.32246623182651823, 0.32246623182651823]"
108,"('cmp %rax, %r8', 'jnb 0xffffffffffffffa9')","[0.8573651068426256, 0.8573651068426256, 0.8573651068426256, 0.8573651068426256, 0.8573651068426256, 0.5698983367163684, 0.5698983367163684, 0.5698983367163684, 0.5698983367163684, 0.5698983367163684]"
109,"('cmp %rbx, %r14', 'jz 0x280')","[0.8573651068426256, 0.5698983367163684]"
110,"('cmp %rbx, %rdi', 'jz 0x1dd')","[0.8573651068426256, 0.5698983367163684]"
111,"('cmp %rdx, %rbx', 'mov %r12, %rsi', 'mov %rbx, %r14', 'cmovbe %rbx, %rdx', 'mov %rdx, %r13', 'callq  0xfffffffffffa7b83', 'jmpq  0x15dff2(%rip)', 'nop %edi, %edx', 'mov %rdi, %rax', 'add %rdx, %rax', 'jmp 0xd')","[2.00463818693736, 2.00463818693736, 2.00463818693736, 2.00463818693736, 2.00463818693736, 2.128281394165284, 2.128281394165284, 2.128281394165284, 2.128281394165284, 2.128281394165284]"
112,"('cmpb  $0x0, 0x1050b0(%rip)', 'jnz 0xc')",[1.0605393006225967]
113,"('cmpb  $0x20, -0x508(%rbp)', 'jnz 0xfffffffffffff718')","[0.3644801549102318, 0.3644801549102318, 0.3869608995619097, 0.3869608995619097]"
114,"('cmpb  %sil, -0x1(%rax)', 'jz 0x3d')","[1.0288391942387165, 0.6838762273470322]"
115,"('cmpl  $0x0, -0x14(%rbp)', 'jle 0x2e0')","[0.5969113339461019, 0.7104647315525455, 1.0605393006225967, 1.0605393006225967]"
116,"('cmpl  $0x10, -0x510(%rbp)', 'jnz 0x62')","[0.3644801549102318, 0.3644801549102318, 0.3869608995619097, 0.3869608995619097]"
117,"('cmpl  $0x10, -0x510(%rbp)', 'jnz 0xa')","[0.3644801549102318, 0.3644801549102318, 0.3869608995619097, 0.3869608995619097]"
118,"('cmpl  $0x10, -0x620(%rbp)', 'jnz 0xffffffffffffff7f')","[1.0288391942387165, 1.0288391942387165, 1.0288391942387165, 1.0288391942387165, 1.0288391942387165, 0.6838762273470322, 0.6838762273470322, 0.6838762273470322, 0.6838762273470322, 0.6838762273470322]"
119,"('cmpl  $0xa, -0x510(%rbp)', 'jnz 0x3d')","[0.3644801549102318, 0.3644801549102318, 0.3869608995619097, 0.3869608995619097]"
120,"('cmpl  $0xffffffff, -0x654(%rbp)', 'jz 0x690')","[1.0288391942387165, 0.6838762273470322]"
121,"('cmpq  $0x0, -0x500(%rbp)', 'jz 0x670')","[0.3644801549102318, 0.3644801549102318, 0.3869608995619097, 0.3869608995619097]"
122,"('cmpq  $0x0, -0x500(%rbp)', 'jz 0x6b')","[0.3644801549102318, 0.3644801549102318, 0.3869608995619097, 0.3869608995619097]"
123,"('cmpq  $0x0, -0x608(%rbp)', 'jz 0x543e')","[1.0288391942387165, 0.6838762273470322]"
124,"('cmpq  $0x0, -0x680(%rbp)', 'jnz 0x6d7')","[1.0288391942387165, 0.6838762273470322]"
125,"('cmpq  $0x0, 0x10e1e8(%rip)', 'jz 0x3f8')","[0.2067595998265283, 0.3644801549102318, 0.3869608995619097]"
126,"('cmpq  $0x0, 0x111ac0(%rip)', 'jnz 0x120')","[0.3644801549102318, 0.3869608995619097]"
127,"('cmpq  $0x0, 0x111ad2(%rip)', 'jnz 0x112')","[0.3644801549102318, 0.3869608995619097]"
128,"('cmpq  $0x0, 0x118c4f(%rip)', 'jz 0x10')","[1.0288391942387165, 0.6838762273470322]"
129,"('cmpq  $0x0, 0x60(%rbp)', 'jz 0x4a')","[1.0288391942387165, 0.6838762273470322]"
130,"('cmpq  %r15, 0xfe6ce(%rip)', 'cmovnbe %r13, %rax', 'movq  %rax, 0x10(%rsp)', 'movq  $0x0, 0x8(%rsp)', 'lea 0x60(%rbx), %r11', 'movl  %r14d, 0x48(%rsp)', 'movq  %rbp, 0x20(%rsp)', 'movq  0x78(%rbx), %r10', 'cmp %r11, %r10', 'jz 0x337')",[1.1371777990459058]
131,"('cmpq  %rbx, -0x468(%rbp)', 'jz 0x1071')","[1.0288391942387165, 0.6838762273470322]"
132,"('cmpq  %rdx, 0x40(%rbp)', 'jz 0xf6')","[0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.2067595998265283, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3644801549102318, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097, 0.3869608995619097]"
133,"('cmpq  0x8(%rdx), %r14', 'jz 0x248')",[0.8837830466375989]
134,"('cmpq  0xfc553(%rip), %rbx', 'jb 0xb3')",[0.1723002587596435]
135,"('cmpxchgl  %edx, 0x11dd2a(%rip)', 'cmpq  %r15, 0x11dd2b(%rip)', 'jnz 0xffffffffffffffbf')",[5.302698279825594]
136,"('cmpxchgl  %edx, 0x11dd64(%rip)', 'movq  (%rbx), %r14', 'test %r14, %r14', 'jnz 0x3d')","[5.832968818493197, 5.832968818493197]"
137,"('comisdq  0xee9c4(%rip), %xmm1', 'pxor %xmm3, %xmm3', 'jnb 0x20')",[1.6473714852228774]
138,"('cvttsd2siq  -0x38(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xb8(%rbp)')","[1.0614827350183955, 3.5351321865503955, 3.5351321865503955]"
139,"('cvttsd2siq  -0x40(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xc0(%rbp)')","[1.0614827350183955, 3.5351321865503955, 3.5351321865503955]"
140,"('cvttsd2siq  -0x48(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xc8(%rbp)')","[1.0614827350183955, 3.5351321865503955, 3.5351321865503955]"
141,"('cvttsd2siq  -0x50(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xd0(%rbp)')","[3.856576808626284, 3.5351321865503955, 3.5351321865503955]"
142,"('cvttsd2siq  -0x58(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xe8(%rbp)')","[3.732210479366176, 3.5351321865503955, 3.5351321865503955]"
143,"('cvttsd2siq  -0x60(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0x100(%rbp)')","[0.051855134229342584, 3.5351321865503955, 3.5351321865503955]"
144,"('cvttsd2siq  -0x68(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'jmp 0xfffffffffffffd1c')","[0.04148446272599603, 2.8281071706104046, 2.8281071706104046]"
145,"('cvttsd2siq  -0x78(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x18(%rbp), %xmm0', 'movsdq  %xmm0, -0x80(%rbp)')","[1.9897044464870062, 2.3682175485544286, 3.5351321865503955]"
146,"('cvttsd2siq  -0x88(%rbp), %eax', 'movl  %eax, -0x14(%rbp)', 'cvtsi2sdl  -0x1c(%rbp), %xmm0', 'movsdq  %xmm0, -0x90(%rbp)')","[1.9897044464870062, 1.9897044464870062, 3.5351321865503955]"
147,"('cvttsd2siq  -0x98(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x18(%rbp), %xmm0', 'movsdq  %xmm0, -0xa0(%rbp)')","[1.9897044464870062, 1.9897044464870062, 3.5351321865503955]"
